,rank,last_week_rank,hmm,title,artist,label,peak_rank,weeks_on_chart,week_of
14394,95,            92,        ,24K MAGIC,BRUNO MARS,ATLANTIC,5,25,March 31 2017
14395,96,            88,        ,BAD AND BOUJEE,MIGOS,QUALITY CONTROL MUSIC,30,13,March 31 2017
14396,97,            94,        ,DON'T LEAVE,SNAKEHIPS & MO,HOFFMAN WEST,27,12,March 31 2017
14397,98,            82,        ,ALL NIGHT,VAMPS FT MATOMA,EMI,24,24,March 31 2017
14398,99,            97,        ,CHEAP THRILLS,SIA,MONKEY PUZZLE/RCA,2,59,March 31 2017
14399,100,            95,        ,THINKING OUT LOUD,ED SHEERAN,ASYLUM,1,116,March 31 2017
14400,1,            1,        ,SHAPE OF YOU,ED SHEERAN,ASYLUM,1,11,March 24 2017
14401,2,            2,        ,GALWAY GIRL,ED SHEERAN,ASYLUM,2,3,March 24 2017
14402,3,            3,        ,CASTLE ON THE HILL,ED SHEERAN,ASYLUM,2,11,March 24 2017
14403,4,            New,        ,PASSIONFRUIT,DRAKE,CASH MONEY/REPUBLIC RECORDS,4,1,March 24 2017
14404,5,            4,        ,SOMETHING JUST LIKE THIS,CHAINSMOKERS & COLDPLAY,DISRUPTOR,2,5,March 24 2017
14405,6,            New,        ,SYMPHONY,CLEAN BANDIT FT ZARA LARSSON,ATLANTIC,6,1,March 24 2017
14406,7,            5,        ,PERFECT,ED SHEERAN,ASYLUM,4,3,March 24 2017
14407,8,            12,        ,SOLO DANCE,MARTIN JENSEN,DISCOWAX,8,9,March 24 2017
14408,9,            New,        ,KMT,DRAKE FT GIGGS,CASH MONEY/REPUBLIC RECORDS,9,1,March 24 2017
14409,10,            20,        ,CIAO ADIOS,ANNE-MARIE,ASYLUM/MAJOR TOM’S,10,6,March 24 2017
14410,11,            6,        ,NEW MAN,ED SHEERAN,ASYLUM,5,3,March 24 2017
14411,12,            23,        ,STAY,ZEDD & ALESSIA CARA,INTERSCOPE,12,4,March 24 2017
14412,13,            11,        ,CHAINED TO THE RHYTHM,KATY PERRY FT SKIP MARLEY,CAPITOL,5,6,March 24 2017
14413,14,            New,        ,BLEM,DRAKE,CASH MONEY/REPUBLIC RECORDS,14,1,March 24 2017
14414,15,            17,        ,YOU DON'T KNOW ME,JAX JONES FT RAYE,POLYDOR,3,15,March 24 2017
14415,16,            7,        ,HAPPIER,ED SHEERAN,ASYLUM,6,3,March 24 2017
14416,17,            New,        ,NO LONG TALK,DRAKE FT GIGGS,CASH MONEY/REPUBLIC RECORDS,17,1,March 24 2017
14417,18,            19,        ,SLIDE,CALVIN HARRIS/OCEAN/MIGOS,COLUMBIA,10,4,March 24 2017
14418,19,            18,        ,IT AIN'T ME,KYGO & SELENA GOMEZ,COLUMBIA,7,5,March 24 2017
14419,20,            14,        ,HUMAN,RAG'N'BONE MAN,BEST LAID PLANS/COLUMBIA,2,18,March 24 2017
14420,21,            9,        ,WHAT DO I KNOW,ED SHEERAN,ASYLUM,9,3,March 24 2017
14421,22,            8,        ,SUPERMARKET FLOWERS,ED SHEERAN,ASYLUM,8,3,March 24 2017
14422,23,            10,        ,DIVE,ED SHEERAN,ASYLUM,8,3,March 24 2017
14423,24,            New,        ,GET IT TOGETHER,DRAKE/BLACK COFFEE/JORJA SMITH,CASH MONEY/REPUBLIC RECORDS,24,1,March 24 2017
14424,25,            35,        ,THAT'S WHAT I LIKE,BRUNO MARS,ATLANTIC,25,5,March 24 2017
14425,26,            13,        ,BARCELONA,ED SHEERAN,ASYLUM,12,3,March 24 2017
14426,27,            New,        ,PORTLAND,DRAKE FT QUAVO & TRAVIS SCOTT,CASH MONEY/REPUBLIC RECORDS,27,1,March 24 2017
14427,28,            36,        ,ISSUES,JULIA MICHAELS,POLYDOR,28,9,March 24 2017
14428,29,            15,        ,NANCY MULLIGAN,ED SHEERAN,ASYLUM,13,3,March 24 2017
14429,30,            25,        ,SCARED TO BE LONELY,MARTIN GARRIX & DUA LIPA,COLUMBIA,14,8,March 24 2017
14430,31,            New,        ,MADIBA RIDDIM,DRAKE,CASH MONEY/REPUBLIC RECORDS,31,1,March 24 2017
14431,32,            New,        ,GYALCHESTER,DRAKE,CASH MONEY/REPUBLIC RECORDS,32,1,March 24 2017
14432,33,            21,        ,BIG FOR YOUR BOOTS,STORMZY,MERKY,6,7,March 24 2017
14433,34,            16,        ,HOW WOULD YOU FEEL (PAEAN),ED SHEERAN,ASYLUM,2,5,March 24 2017
14434,35,            New,        ,SKEPTA INTERLUDE,DRAKE,CASH MONEY/REPUBLIC RECORDS,35,1,March 24 2017
14435,36,            New,        ,FREE SMOKE,DRAKE,CASH MONEY/REPUBLIC RECORDS,36,1,March 24 2017
14436,37,            New,        ,TEENAGE FEVER,DRAKE,CASH MONEY/REPUBLIC RECORDS,37,1,March 24 2017
14437,38,            27,        ,PARIS,CHAINSMOKERS,DISRUPTOR,5,10,March 24 2017
14438,39,            New,        ,4422,DRAKE FT SAMPHA,CASH MONEY/REPUBLIC RECORDS,39,1,March 24 2017
14439,40,            34,        ,GREEN LIGHT,LORDE,VIRGIN,28,3,March 24 2017
14440,41,            28,        ,TOUCH,LITTLE MIX,SYCO MUSIC,4,16,March 24 2017
14441,42,            New,        ,JORJA INTERLUDE,DRAKE,CASH MONEY/REPUBLIC RECORDS,42,1,March 24 2017
14442,43,            71,        ,FAKE LOVE,DRAKE,CASH MONEY/REPUBLIC RECORDS,10,22,March 24 2017
14443,44,            30,        ,BE THE ONE,DUA LIPA,WARNER BROS,9,10,March 24 2017
14444,45,            22,        ,HEARTS DON'T BREAK AROUND HERE,ED SHEERAN,ASYLUM,15,3,March 24 2017
14445,46,            24,        ,BIBIA BE YE YE,ED SHEERAN,ASYLUM,18,3,March 24 2017
14446,47,            39,        ,COLD,MAROON 5 FT FUTURE,INTERSCOPE,24,5,March 24 2017
14447,48,            31,        ,SEPTEMBER SONG,JP COOPER,ISLAND,7,17,March 24 2017
14448,49,            26,        ,ERASER,ED SHEERAN,ASYLUM,14,3,March 24 2017
14449,50,            33,        ,CALL ON ME,STARLEY,AATW,6,19,March 24 2017
14450,51,            New,        ,SACRIFICES,DRAKE FT 2 CHAINZ & YOUNG THUG,CASH MONEY/REPUBLIC RECORDS,51,1,March 24 2017
14451,52,            47,        ,PLACES,MARTIN SOLVEIG & INA WROLDSEN,POSITIVA,47,3,March 24 2017
14452,53,            32,        ,I DON'T WANNA LIVE FOREVER (FIFTY SHADES,ZAYN/TAYLOR SWIFT,RCA/REPUBLIC RECORDS,5,15,March 24 2017
14453,54,            New,        ,LOSE YOU,DRAKE,CASH MONEY/REPUBLIC RECORDS,54,1,March 24 2017
14454,55,            New,        ,GLOW,DRAKE FT KANYE WEST,CASH MONEY/REPUBLIC RECORDS,55,1,March 24 2017
14455,56,            38,        ,ROCKABYE,CLEAN BANDIT,ATLANTIC,1,22,March 24 2017
14456,57,            29,        ,SAVE MYSELF,ED SHEERAN,ASYLUM,19,3,March 24 2017
14457,58,            New,        ,CAN'T HAVE EVERYTHING,DRAKE,CASH MONEY/REPUBLIC RECORDS,58,1,March 24 2017
14458,59,            41,        ,I FEEL IT COMING,WEEKND FT DAFT PUNK,REPUBLIC RECORDS/XO,9,18,March 24 2017
14459,60,            42,        ,SKIN,RAG'N'BONE MAN,BEST LAID PLANS/COLUMBIA,18,8,March 24 2017
14460,61,            New,        ,DO NOT DISTURB,DRAKE,CASH MONEY/REPUBLIC RECORDS,61,1,March 24 2017
14461,62,            New,        ,NOTHINGS INTO SOMETHINGS,DRAKE,CASH MONEY/REPUBLIC RECORDS,62,1,March 24 2017
14462,63,            New,        ,SINCE WAY BACK,DRAKE FT PARTYNEXTDOOR,CASH MONEY/REPUBLIC RECORDS,63,1,March 24 2017
14463,64,            40,        ,RUN UP,MAJORLAZER/PARTYNEXTDOOR/MINAJ,BECAUSE MUSIC,20,8,March 24 2017
14464,65,            New,        ,ICE MELTS,DRAKE FT YOUNG THUG,CASH MONEY/REPUBLIC RECORDS,65,1,March 24 2017
14465,66,            44,        ,NO LIE,SEAN PAUL FT DUA LIPA,ISLAND,10,18,March 24 2017
14466,67,            51,        ,I WOULD LIKE,ZARA LARSSON,BLACK BUTTER/EPIC/TEN,2,19,March 24 2017
14467,68,            45,        ,SAY YOU WON'T LET GO,JAMES ARTHUR,COLUMBIA,1,28,March 24 2017
14468,69,            48,        ,BEST BEHAVIOUR,LOUISA JOHNSON,SYCO MUSIC,48,2,March 24 2017
14469,70,            52,        ,MASK OFF,FUTURE,RCA,52,3,March 24 2017
14470,71,            50,        ,CLOSER,CHAINSMOKERS FT HALSEY,DISRUPTOR,1,34,March 24 2017
14471,72,            100,        ,BEAUTY AND THE BEAST,ARIANA GRANDE & JOHN LEGEND,WALT DISNEY,52,3,March 24 2017
14472,73,            46,        ,STARBOY,WEEKND FT DAFT PUNK,REPUBLIC RECORDS/XO,2,26,March 24 2017
14473,74,            67,        ,SWALLA,JASON DERULO/NICKI MINAJ/TY,WARNER BROS,43,4,March 24 2017
14474,75,            53,        ,SEXUAL,NEIKED,NEIKED COLLECTIVE,5,30,March 24 2017
14475,76,            43,        ,PLAY THAT SONG,TRAIN,COLUMBIA,21,8,March 24 2017
14476,77,            55,        ,DID YOU SEE,J HUS,BLACK BUTTER,55,3,March 24 2017
14477,78,            59,        ,CAN'T STOP THE FEELING,JUSTIN TIMBERLAKE,RCA,2,46,March 24 2017
14478,79,            57,        ,SHOUT OUT TO MY EX,LITTLE MIX,SYCO MUSIC,1,23,March 24 2017
14479,80,            60,        ,BELIEVER,IMAGINE DRAGONS,INTERSCOPE,42,7,March 24 2017
14480,81,            68,        ,ONE DANCE,DRAKE FT WIZKID & KYLA,CASH MONEY/REPUBLIC RECORDS,1,51,March 24 2017
14481,82,            58,        ,ALL NIGHT,VAMPS FT MATOMA,EMI,24,23,March 24 2017
14482,83,            61,        ,WATERFALL,STARGATE FT PINK & SIA,INTERSTELLAR MUSIC/RCA,61,2,March 24 2017
14483,84,            New,        ,YOU'RE IN LOVE WITH A PSYCHO,KASABIAN,COLUMBIA,84,1,March 24 2017
14484,85,            56,        ,SAFE INSIDE,JAMES ARTHUR,SYCO MUSIC,31,8,March 24 2017
14485,86,            54,        ,TEXT FROM YOUR EX,TINIE TEMPAH FT TINASHE,PARLOPHONE,23,9,March 24 2017
14486,87,            63,        ,YOU WANT ME,TOM ZANETTI FT SADIE AMA,PITCHED UP,22,22,March 24 2017
14487,88,            66,        ,BAD AND BOUJEE,MIGOS,QUALITY CONTROL MUSIC,30,12,March 24 2017
14488,89,            64,        ,NO MORE SAD SONGS,LITTLE MIX,SYCO MUSIC,39,3,March 24 2017
14489,90,            74,        ,STARVING,HAILEE STEINFELD/GREY/ZEDD,REPUBLIC RECORDS,5,32,March 24 2017
14490,91,            87,        ,ISPY,KYLE FT LIL YACHTY,ATLANTIC,87,2,March 24 2017
14491,92,            77,        ,24K MAGIC,BRUNO MARS,ATLANTIC,5,24,March 24 2017
14492,93,            Re,        ,LUSH LIFE,ZARA LARSSON,EPIC/RECORD COMPANY TEN,3,57,March 24 2017
14493,94,            62,        ,DON'T LEAVE,SNAKEHIPS & MO,HOFFMAN WEST,27,11,March 24 2017
14494,95,            70,        ,THINKING OUT LOUD,ED SHEERAN,ASYLUM,1,115,March 24 2017
14495,96,            New,        ,GOOD LIFE,G-EAZY & KEHLANI,ATLANTIC,96,1,March 24 2017
14496,97,            82,        ,CHEAP THRILLS,SIA,MONKEY PUZZLE/RCA,2,58,March 24 2017
14497,98,            65,        ,JUST HOLD ON,LOUIS TOMLINSON & STEVE AOKI,SYCO MUSIC,2,15,March 24 2017
14498,99,            88,        ,HOW FAR I'LL GO,ALESSIA CARA,WALT DISNEY,49,11,March 24 2017
14499,100,            89,        ,THE GREATEST,SIA FT KENDRICK LAMAR,MONKEY PUZZLE/RCA,5,29,March 24 2017
14500,1,            1,        ,SHAPE OF YOU,ED SHEERAN,ASYLUM,1,10,March 17 2017
14501,2,            2,        ,GALWAY GIRL,ED SHEERAN,ASYLUM,2,2,March 17 2017
14502,3,            3,        ,CASTLE ON THE HILL,ED SHEERAN,ASYLUM,2,10,March 17 2017
14503,4,            7,        ,SOMETHING JUST LIKE THIS,CHAINSMOKERS & COLDPLAY,DISRUPTOR,2,4,March 17 2017
14504,5,            4,        ,PERFECT,ED SHEERAN,ASYLUM,4,2,March 17 2017
14505,6,            5,        ,NEW MAN,ED SHEERAN,ASYLUM,5,2,March 17 2017
14506,7,            6,        ,HAPPIER,ED SHEERAN,ASYLUM,6,2,March 17 2017
14507,8,            9,        ,SUPERMARKET FLOWERS,ED SHEERAN,ASYLUM,8,2,March 17 2017
14508,9,            10,        ,WHAT DO I KNOW,ED SHEERAN,ASYLUM,9,2,March 17 2017
14509,10,            8,        ,DIVE,ED SHEERAN,ASYLUM,8,2,March 17 2017
14510,11,            17,        ,CHAINED TO THE RHYTHM,KATY PERRY FT SKIP MARLEY,CAPITOL,5,5,March 17 2017
14511,12,            25,        ,SOLO DANCE,MARTIN JENSEN,DISCOWAX,12,8,March 17 2017
14512,13,            12,        ,BARCELONA,ED SHEERAN,ASYLUM,12,2,March 17 2017
14513,14,            16,        ,HUMAN,RAG'N'BONE MAN,BEST LAID PLANS/COLUMBIA,2,17,March 17 2017
14514,15,            13,        ,NANCY MULLIGAN,ED SHEERAN,ASYLUM,13,2,March 17 2017
14515,16,            11,        ,HOW WOULD YOU FEEL (PAEAN),ED SHEERAN,ASYLUM,2,4,March 17 2017
14516,17,            22,        ,YOU DON'T KNOW ME,JAX JONES FT RAYE,POLYDOR,3,14,March 17 2017
14517,18,            21,        ,IT AIN'T ME,KYGO & SELENA GOMEZ,COLUMBIA,7,4,March 17 2017
14518,19,            23,        ,SLIDE,CALVIN HARRIS/OCEAN/MIGOS,COLUMBIA,10,3,March 17 2017
14519,20,            24,        ,CIAO ADIOS,ANNE-MARIE,ASYLUM/MAJOR TOM’S,19,5,March 17 2017
14520,21,            20,        ,BIG FOR YOUR BOOTS,STORMZY,MERKY,6,6,March 17 2017
14521,22,            15,        ,HEARTS DON'T BREAK AROUND HERE,ED SHEERAN,ASYLUM,15,2,March 17 2017
14522,23,            38,        ,STAY,ZEDD & ALESSIA CARA,INTERSCOPE,23,3,March 17 2017
14523,24,            18,        ,BIBIA BE YE YE,ED SHEERAN,ASYLUM,18,2,March 17 2017
14524,25,            27,        ,SCARED TO BE LONELY,MARTIN GARRIX & DUA LIPA,COLUMBIA,14,7,March 17 2017
14525,26,            14,        ,ERASER,ED SHEERAN,ASYLUM,14,2,March 17 2017
14526,27,            26,        ,PARIS,CHAINSMOKERS,DISRUPTOR,5,9,March 17 2017
14527,28,            29,        ,TOUCH,LITTLE MIX,SYCO MUSIC,4,15,March 17 2017
14528,29,            19,        ,SAVE MYSELF,ED SHEERAN,ASYLUM,19,2,March 17 2017
14529,30,            33,        ,BE THE ONE,DUA LIPA,WARNER BROS,9,9,March 17 2017
14530,31,            31,        ,SEPTEMBER SONG,JP COOPER,ISLAND,7,16,March 17 2017
14531,32,            30,        ,I DON'T WANNA LIVE FOREVER (FIFTY SHADES,ZAYN/TAYLOR SWIFT,RCA/REPUBLIC RECORDS,5,14,March 17 2017
14532,33,            32,        ,CALL ON ME,STARLEY,AATW,6,18,March 17 2017
14533,34,            28,        ,GREEN LIGHT,LORDE,VIRGIN,28,2,March 17 2017
14534,35,            42,        ,THAT'S WHAT I LIKE,BRUNO MARS,ATLANTIC,35,4,March 17 2017
14535,36,            44,        ,ISSUES,JULIA MICHAELS,POLYDOR,36,8,March 17 2017
14536,37,            New,        ,SCARED OF THE DARK,STEPS,STEPS MUSIC,37,1,March 17 2017
14537,38,            35,        ,ROCKABYE,CLEAN BANDIT,ATLANTIC,1,21,March 17 2017
14538,39,            34,        ,COLD,MAROON 5 FT FUTURE,INTERSCOPE,24,4,March 17 2017
14539,40,            40,        ,RUN UP,MAJORLAZER/PARTYNEXTDOOR/MINAJ,BECAUSE MUSIC,20,7,March 17 2017
14540,41,            41,        ,I FEEL IT COMING,WEEKND FT DAFT PUNK,REPUBLIC RECORDS/XO,9,17,March 17 2017
14541,42,            37,        ,SKIN,RAG'N'BONE MAN,BEST LAID PLANS/COLUMBIA,18,7,March 17 2017
14542,43,            36,        ,PLAY THAT SONG,TRAIN,COLUMBIA,21,7,March 17 2017
14543,44,            43,        ,NO LIE,SEAN PAUL FT DUA LIPA,ISLAND,10,17,March 17 2017
14544,45,            45,        ,SAY YOU WON'T LET GO,JAMES ARTHUR,COLUMBIA,1,27,March 17 2017
14545,46,            46,        ,STARBOY,WEEKND FT DAFT PUNK,REPUBLIC RECORDS/XO,2,25,March 17 2017
14546,47,            100,        ,PLACES,MARTIN SOLVEIG & INA WROLDSEN,POSITIVA,47,2,March 17 2017
14547,48,            New,        ,BEST BEHAVIOUR,LOUISA JOHNSON,SYCO MUSIC,48,1,March 17 2017
14548,49,            New,        ,NO FRAUDS,NICKI MINAJ/DRAKE/LIL WAYNE,CASH MONEY/REPUBLIC RECORDS,49,1,March 17 2017
14549,50,            49,        ,CLOSER,CHAINSMOKERS FT HALSEY,DISRUPTOR,1,33,March 17 2017
14550,51,            48,        ,I WOULD LIKE,ZARA LARSSON,BLACK BUTTER/EPIC/TEN,2,18,March 17 2017
14551,52,            83,        ,MASK OFF,FUTURE,RCA,52,2,March 17 2017
14552,53,            53,        ,SEXUAL,NEIKED,NEIKED COLLECTIVE,5,29,March 17 2017
14553,54,            47,        ,TEXT FROM YOUR EX,TINIE TEMPAH FT TINASHE,PARLOPHONE,23,8,March 17 2017
14554,55,            63,        ,DID YOU SEE,J HUS,BLACK BUTTER,55,2,March 17 2017
14555,56,            50,        ,SAFE INSIDE,JAMES ARTHUR,SYCO MUSIC,31,7,March 17 2017
14556,57,            51,        ,SHOUT OUT TO MY EX,LITTLE MIX,SYCO MUSIC,1,22,March 17 2017
14557,58,            61,        ,ALL NIGHT,VAMPS FT MATOMA,EMI,24,22,March 17 2017
14558,59,            59,        ,CAN'T STOP THE FEELING,JUSTIN TIMBERLAKE,RCA,2,45,March 17 2017
14559,60,            57,        ,BELIEVER,IMAGINE DRAGONS,INTERSCOPE,42,6,March 17 2017
14560,61,            New,        ,WATERFALL,STARGATE FT PINK & SIA,INTERSTELLAR MUSIC/RCA,61,1,March 17 2017
14561,62,            54,        ,DON'T LEAVE,SNAKEHIPS & MO,HOFFMAN WEST,27,10,March 17 2017
14562,63,            75,        ,YOU WANT ME,TOM ZANETTI FT SADIE AMA,PITCHED UP,22,21,March 17 2017
14563,64,            39,        ,NO MORE SAD SONGS,LITTLE MIX,SYCO MUSIC,39,2,March 17 2017
14564,65,            55,        ,JUST HOLD ON,LOUIS TOMLINSON & STEVE AOKI,SYCO MUSIC,2,14,March 17 2017
14565,66,            62,        ,BAD AND BOUJEE,MIGOS,QUALITY CONTROL MUSIC,30,11,March 17 2017
14566,67,            72,        ,SWALLA,JASON DERULO/NICKI MINAJ/TY,WARNER BROS,43,3,March 17 2017
14567,68,            71,        ,ONE DANCE,DRAKE FT WIZKID & KYLA,CASH MONEY/REPUBLIC RECORDS,1,50,March 17 2017
14568,69,            New,        ,REGRET IN YOUR TEARS,NICKI MINAJ,CASH MONEY/REPUBLIC RECORDS,69,1,March 17 2017
14569,70,            69,        ,THINKING OUT LOUD,ED SHEERAN,ASYLUM,1,114,March 17 2017
14570,71,            76,        ,FAKE LOVE,DRAKE,CASH MONEY/REPUBLIC RECORDS,10,21,March 17 2017
14571,72,            64,        ,NOW AND LATER,SAGE THE GEMINI,ATLANTIC,17,15,March 17 2017
14572,73,            56,        ,COLD,STORMZY,MERKY,21,3,March 17 2017
14573,74,            79,        ,STARVING,HAILEE STEINFELD/GREY/ZEDD,REPUBLIC RECORDS,5,31,March 17 2017
14574,75,            58,        ,SHUT UP,STORMZY,STORMZY,8,35,March 17 2017
14575,76,            52,        ,CIGARETTES & CUSH,STORMZY FT KEHLANI,MERKY,30,3,March 17 2017
14576,77,            78,        ,24K MAGIC,BRUNO MARS,ATLANTIC,5,23,March 17 2017
14577,78,            81,        ,SAMANTHA,DAVE & J HUS,TROPICS,63,7,March 17 2017
14578,79,            73,        ,WATER UNDER THE BRIDGE,ADELE,XL RECORDINGS,39,17,March 17 2017
14579,80,            New,        ,CHANEL,FRANK OCEAN,BLONDED,80,1,March 17 2017
14580,81,            74,        ,SHED A LIGHT,SCHULZ/GUETTA/CHEAT CODES,PARLOPHONE,24,16,March 17 2017
14581,82,            89,        ,CHEAP THRILLS,SIA,MONKEY PUZZLE/RCA,2,57,March 17 2017
14582,83,            60,        ,BLINDED BY YOUR GRACE - PT 2,STORMZY FT MNEK,MERKY,55,3,March 17 2017
14583,84,            New,        ,LIABILITY,LORDE,VIRGIN,84,1,March 17 2017
14584,85,            80,        ,PHOTOGRAPH,ED SHEERAN,ASYLUM,15,92,March 17 2017
14585,86,            New,        ,ALL TIME LOW,JON BELLION,VIRGIN,86,1,March 17 2017
14586,87,            New,        ,ISPY,KYLE FT LIL YACHTY,ATLANTIC,87,1,March 17 2017
14587,88,            85,        ,HOW FAR I'LL GO,ALESSIA CARA,WALT DISNEY,49,10,March 17 2017
14588,89,            87,        ,THE GREATEST,SIA FT KENDRICK LAMAR,MONKEY PUZZLE/RCA,5,28,March 17 2017
14589,90,            82,        ,BY YOUR SIDE,JONAS BLUE FT RAYE,POSITIVA,15,20,March 17 2017
14590,91,            77,        ,LOVE,LANA DEL REY,POLYDOR,41,4,March 17 2017
14591,92,            91,        ,LET ME LOVE YOU,DJ SNAKE FT JUSTIN BIEBER,INTERSCOPE,2,32,March 17 2017
14592,93,            65,        ,MR SKENG,STORMZY,MERKY,29,3,March 17 2017
14593,94,            90,        ,DON'T WANNA KNOW,MAROON 5 FT KENDRICK LAMAR,INTERSCOPE,5,22,March 17 2017
14594,95,            86,        ,DANCING ON MY OWN,CALUM SCOTT,INSTRUMENTAL,2,48,March 17 2017
14595,96,            67,        ,BAD THINGS,MACHINE GUN KELLY/CABELLO,INTERSCOPE,16,12,March 17 2017
14596,97,            66,        ,BAD BOYS,STORMZY FT GHETTS & J HUS,MERKY,22,3,March 17 2017
14597,98,            88,        ,THE MACK,NEVADA/MARK MORRISON/FETTY WAP,CAPITOL,14,20,March 17 2017
14598,99,            98,        ,DON'T LET ME DOWN,CHAINSMOKERS FT DAYA,DISRUPTOR,2,49,March 17 2017
14599,100,            Re,        ,BEAUTY AND THE BEAST,ARIANA GRANDE & JOHN LEGEND,WALT DISNEY,52,2,March 17 2017
14600,1,            1,        ,SHAPE OF YOU,ED SHEERAN,ASYLUM,1,9,March 10 2017
14601,2,            New,        ,GALWAY GIRL,ED SHEERAN,ASYLUM,2,1,March 10 2017
14602,3,            3,        ,CASTLE ON THE HILL,ED SHEERAN,ASYLUM,2,9,March 10 2017
14603,4,            New,        ,PERFECT,ED SHEERAN,ASYLUM,4,1,March 10 2017
14604,5,            New,        ,NEW MAN,ED SHEERAN,ASYLUM,5,1,March 10 2017
14605,6,            New,        ,HAPPIER,ED SHEERAN,ASYLUM,6,1,March 10 2017
14606,7,            2,        ,SOMETHING JUST LIKE THIS,CHAINSMOKERS & COLDPLAY,DISRUPTOR,2,3,March 10 2017
14607,8,            New,        ,DIVE,ED SHEERAN,ASYLUM,8,1,March 10 2017
14608,9,            New,        ,SUPERMARKET FLOWERS,ED SHEERAN,ASYLUM,9,1,March 10 2017
14609,10,            New,        ,WHAT DO I KNOW,ED SHEERAN,ASYLUM,10,1,March 10 2017
14610,11,            11,        ,HOW WOULD YOU FEEL (PAEAN),ED SHEERAN,ASYLUM,2,3,March 10 2017
14611,12,            New,        ,BARCELONA,ED SHEERAN,ASYLUM,12,1,March 10 2017
14612,13,            New,        ,NANCY MULLIGAN,ED SHEERAN,ASYLUM,13,1,March 10 2017
14613,14,            New,        ,ERASER,ED SHEERAN,ASYLUM,14,1,March 10 2017
14614,15,            New,        ,HEARTS DON'T BREAK AROUND HERE,ED SHEERAN,ASYLUM,15,1,March 10 2017
14615,16,            4,        ,HUMAN,RAG'N'BONE MAN,BEST LAID PLANS/COLUMBIA,2,16,March 10 2017
14616,17,            5,        ,CHAINED TO THE RHYTHM,KATY PERRY FT SKIP MARLEY,CAPITOL,5,4,March 10 2017
14617,18,            New,        ,BIBIA BE YE YE,ED SHEERAN,ASYLUM,18,1,March 10 2017
14618,19,            New,        ,SAVE MYSELF,ED SHEERAN,ASYLUM,19,1,March 10 2017
14619,20,            6,        ,BIG FOR YOUR BOOTS,STORMZY,MERKY,6,5,March 10 2017
14620,21,            7,        ,IT AIN'T ME,KYGO & SELENA GOMEZ,COLUMBIA,7,3,March 10 2017
14621,22,            8,        ,YOU DON'T KNOW ME,JAX JONES FT RAYE,POLYDOR,3,13,March 10 2017
14622,23,            10,        ,SLIDE,CALVIN HARRIS/OCEAN/MIGOS,COLUMBIA,10,2,March 10 2017
14623,24,            19,        ,CIAO ADIOS,ANNE-MARIE,ASYLUM/MAJOR TOM’S,19,4,March 10 2017
14624,25,            39,        ,SOLO DANCE,MARTIN JENSEN,DISCOWAX,25,7,March 10 2017
14625,26,            9,        ,PARIS,CHAINSMOKERS,DISRUPTOR,5,8,March 10 2017
14626,27,            15,        ,SCARED TO BE LONELY,MARTIN GARRIX & DUA LIPA,COLUMBIA,14,6,March 10 2017
14627,28,            New,        ,GREEN LIGHT,LORDE,VIRGIN,28,1,March 10 2017
